['whole.n.02.whole', 'whole.n.02.unit']
['homework.n.01.prep', 'homework.n.01.preparation']
['exercise.n.04.exercise', 'exercise.n.04.example']
['mission.n.03.mission', 'mission.n.03.charge']
['mission.n.03.mission', 'mission.n.03.commission']
['mission.n.03.charge', 'mission.n.03.commission']
['wrongdoing.n.02.wrongdoing', 'wrongdoing.n.02.misconduct']
['brutalization.n.02.brutalization', 'brutalization.n.02.brutalisation']
['trespass.n.02.trespass', 'trespass.n.02.encroachment']
['trespass.n.02.trespass', 'trespass.n.02.violation']
['trespass.n.02.trespass', 'trespass.n.02.intrusion']
['trespass.n.02.trespass', 'trespass.n.02.usurpation']
['trespass.n.02.encroachment', 'trespass.n.02.violation']
['trespass.n.02.encroachment', 'trespass.n.02.intrusion']
['trespass.n.02.encroachment', 'trespass.n.02.usurpation']
['trespass.n.02.violation', 'trespass.n.02.intrusion']
['trespass.n.02.violation', 'trespass.n.02.usurpation']
['trespass.n.02.intrusion', 'trespass.n.02.usurpation']
['misbehavior.n.01.misbehavior', 'misbehavior.n.01.misbehaviour']
['misbehavior.n.01.misbehavior', 'misbehavior.n.01.misdeed']
['misbehavior.n.01.misbehaviour', 'misbehavior.n.01.misdeed']
['mischief.n.01.mischief', 'mischief.n.01.mischievousness']
['mischief.n.01.mischief', 'mischief.n.01.deviltry']
['mischief.n.01.mischief', 'mischief.n.01.devilry']
['mischief.n.01.mischief', 'mischief.n.01.devilment']
['mischief.n.01.mischief', 'mischief.n.01.rascality']
['mischief.n.01.mischief', 'mischief.n.01.roguery']
['mischief.n.01.mischief', 'mischief.n.01.shenanigan']
['mischief.n.01.mischievousness', 'mischief.n.01.deviltry']
['mischief.n.01.mischievousness', 'mischief.n.01.devilry']
['mischief.n.01.mischievousness', 'mischief.n.01.devilment']
['mischief.n.01.mischievousness', 'mischief.n.01.rascality']
['mischief.n.01.mischievousness', 'mischief.n.01.roguery']
['mischief.n.01.mischievousness', 'mischief.n.01.shenanigan']
['mischief.n.01.deviltry', 'mischief.n.01.devilry']
['mischief.n.01.deviltry', 'mischief.n.01.devilment']
['mischief.n.01.deviltry', 'mischief.n.01.rascality']
['mischief.n.01.deviltry', 'mischief.n.01.roguery']
['mischief.n.01.deviltry', 'mischief.n.01.shenanigan']
['mischief.n.01.devilry', 'mischief.n.01.devilment']
['mischief.n.01.devilry', 'mischief.n.01.rascality']
['mischief.n.01.devilry', 'mischief.n.01.roguery']
['mischief.n.01.devilry', 'mischief.n.01.shenanigan']
['mischief.n.01.devilment', 'mischief.n.01.rascality']
['mischief.n.01.devilment', 'mischief.n.01.roguery']
['mischief.n.01.devilment', 'mischief.n.01.shenanigan']
['mischief.n.01.rascality', 'mischief.n.01.roguery']
['mischief.n.01.rascality', 'mischief.n.01.shenanigan']
['mischief.n.01.roguery', 'mischief.n.01.shenanigan']
['hell.n.06.hell', 'hell.n.06.blaze']
['familiarity.n.05.familiarity', 'familiarity.n.05.impropriety']
['familiarity.n.05.familiarity', 'familiarity.n.05.indecorum']
['familiarity.n.05.familiarity', 'familiarity.n.05.liberty']
['familiarity.n.05.impropriety', 'familiarity.n.05.indecorum']
['familiarity.n.05.impropriety', 'familiarity.n.05.liberty']
['familiarity.n.05.indecorum', 'familiarity.n.05.liberty']
['abnormality.n.04.abnormality', 'abnormality.n.04.irregularity']
['deviation.n.04.deviation', 'deviation.n.04.deviance']
['indecency.n.02.indecency', 'indecency.n.02.impropriety']
['exhibitionism.n.02.exhibitionism', 'exhibitionism.n.02.immodesty']
['pedophilia.n.01.pedophilia', 'pedophilia.n.01.paedophilia']
['indiscretion.n.02.indiscretion', 'indiscretion.n.02.peccadillo']
['negligence.n.01.negligence', 'negligence.n.01.carelessness']
['negligence.n.01.negligence', 'negligence.n.01.neglect']
['negligence.n.01.negligence', 'negligence.n.01.nonperformance']
['negligence.n.01.carelessness', 'negligence.n.01.neglect']
['negligence.n.01.carelessness', 'negligence.n.01.nonperformance']
['negligence.n.01.neglect', 'negligence.n.01.nonperformance']
['evasion.n.03.evasion', 'evasion.n.03.escape']
['evasion.n.03.evasion', 'evasion.n.03.dodging']
['evasion.n.03.escape', 'evasion.n.03.dodging']
['malingering.n.01.malingering', 'malingering.n.01.skulking']
['shirking.n.01.shirking', 'shirking.n.01.slacking']
['shirking.n.01.shirking', 'shirking.n.01.soldiering']
['shirking.n.01.slacking', 'shirking.n.01.soldiering']
['waste.n.02.waste', 'waste.n.02.wastefulness']
['waste.n.02.waste', 'waste.n.02.dissipation']
['waste.n.02.wastefulness', 'waste.n.02.dissipation']
['extravagance.n.03.extravagance', 'extravagance.n.03.prodigality']
['extravagance.n.03.extravagance', 'extravagance.n.03.lavishness']
['extravagance.n.03.extravagance', 'extravagance.n.03.highlife']
['extravagance.n.03.prodigality', 'extravagance.n.03.lavishness']
['extravagance.n.03.prodigality', 'extravagance.n.03.highlife']
['extravagance.n.03.lavishness', 'extravagance.n.03.highlife']
['wrong.n.02.wrong', 'wrong.n.02.damage']
['injustice.n.01.injustice', 'injustice.n.01.unfairness']
['injustice.n.01.injustice', 'injustice.n.01.iniquity']
['injustice.n.01.injustice', 'injustice.n.01.shabbiness']
['injustice.n.01.unfairness', 'injustice.n.01.iniquity']
['injustice.n.01.unfairness', 'injustice.n.01.shabbiness']
['injustice.n.01.iniquity', 'injustice.n.01.shabbiness']
['transgression.n.01.transgression', 'transgression.n.01.evildoing']
['evil.n.01.evil', 'evil.n.01.immorality']
['evil.n.01.evil', 'evil.n.01.wickedness']
['evil.n.01.evil', 'evil.n.01.iniquity']
['evil.n.01.immorality', 'evil.n.01.wickedness']
['evil.n.01.immorality', 'evil.n.01.iniquity']
['evil.n.01.wickedness', 'evil.n.01.iniquity']
['deviltry.n.01.deviltry', 'deviltry.n.01.devilry']
['irreverence.n.02.irreverence', 'irreverence.n.02.violation']
['profanation.n.01.profanation', 'profanation.n.01.desecration']
['profanation.n.01.profanation', 'profanation.n.01.blasphemy']
['profanation.n.01.profanation', 'profanation.n.01.sacrilege']
['profanation.n.01.desecration', 'profanation.n.01.blasphemy']
['profanation.n.01.desecration', 'profanation.n.01.sacrilege']
['profanation.n.01.blasphemy', 'profanation.n.01.sacrilege']
['depravity.n.02.depravity', 'depravity.n.02.turpitude']
['pornography.n.01.pornography', 'pornography.n.01.porno']
['pornography.n.01.pornography', 'pornography.n.01.porn']
['pornography.n.01.pornography', 'pornography.n.01.erotica']
['pornography.n.01.pornography', 'pornography.n.01.smut']
['pornography.n.01.porno', 'pornography.n.01.porn']
['pornography.n.01.porno', 'pornography.n.01.erotica']
['pornography.n.01.porno', 'pornography.n.01.smut']
['pornography.n.01.porn', 'pornography.n.01.erotica']
['pornography.n.01.porn', 'pornography.n.01.smut']
['pornography.n.01.erotica', 'pornography.n.01.smut']
['prostitution.n.01.prostitution', 'prostitution.n.01.harlotry']
['prostitution.n.01.prostitution', 'prostitution.n.01.whoredom']
['prostitution.n.01.harlotry', 'prostitution.n.01.whoredom']
['profligacy.n.02.profligacy', 'profligacy.n.02.dissipation']
['profligacy.n.02.profligacy', 'profligacy.n.02.dissolution']
['profligacy.n.02.profligacy', 'profligacy.n.02.licentiousness']
['profligacy.n.02.profligacy', 'profligacy.n.02.looseness']
['profligacy.n.02.dissipation', 'profligacy.n.02.dissolution']
['profligacy.n.02.dissipation', 'profligacy.n.02.licentiousness']
['profligacy.n.02.dissipation', 'profligacy.n.02.looseness']
['profligacy.n.02.dissolution', 'profligacy.n.02.licentiousness']
['profligacy.n.02.dissolution', 'profligacy.n.02.looseness']
['profligacy.n.02.licentiousness', 'profligacy.n.02.looseness']
['drink.n.02.drink', 'drink.n.02.drinking']
['drink.n.02.drink', 'drink.n.02.boozing']
['drink.n.02.drink', 'drink.n.02.drunkenness']
['drink.n.02.drinking', 'drink.n.02.boozing']
['drink.n.02.drinking', 'drink.n.02.drunkenness']
['drink.n.02.boozing', 'drink.n.02.drunkenness']
['dishonesty.n.02.dishonesty', 'dishonesty.n.02.knavery']
['treachery.n.02.treachery', 'treachery.n.02.betrayal']
['treachery.n.02.treachery', 'treachery.n.02.treason']
['treachery.n.02.treachery', 'treachery.n.02.perfidy']
['treachery.n.02.betrayal', 'treachery.n.02.treason']
['treachery.n.02.betrayal', 'treachery.n.02.perfidy']
['treachery.n.02.treason', 'treachery.n.02.perfidy']
['charlatanism.n.01.charlatanism', 'charlatanism.n.01.quackery']
['plagiarism.n.02.plagiarism', 'plagiarism.n.02.piracy']
['falsification.n.03.falsification', 'falsification.n.03.falsehood']
['falsification.n.02.falsification', 'falsification.n.02.misrepresentation']
['distortion.n.05.distortion', 'distortion.n.05.straining']
['distortion.n.05.distortion', 'distortion.n.05.torture']
['distortion.n.05.distortion', 'distortion.n.05.twisting']
['distortion.n.05.straining', 'distortion.n.05.torture']
['distortion.n.05.straining', 'distortion.n.05.twisting']
['distortion.n.05.torture', 'distortion.n.05.twisting']
['lying.n.01.lying', 'lying.n.01.prevarication']
['lying.n.01.lying', 'lying.n.01.fabrication']
['lying.n.01.prevarication', 'lying.n.01.fabrication']
['deception.n.02.deception', 'deception.n.02.deceit']
['deception.n.02.deception', 'deception.n.02.dissembling']
['deception.n.02.deception', 'deception.n.02.dissimulation']
['deception.n.02.deceit', 'deception.n.02.dissembling']
['deception.n.02.deceit', 'deception.n.02.dissimulation']
['deception.n.02.dissembling', 'deception.n.02.dissimulation']
['trickery.n.02.trickery', 'trickery.n.02.chicanery']
['trickery.n.02.trickery', 'trickery.n.02.chicane']
['trickery.n.02.trickery', 'trickery.n.02.guile']
['trickery.n.02.trickery', 'trickery.n.02.wile']
['trickery.n.02.trickery', 'trickery.n.02.shenanigan']
['trickery.n.02.chicanery', 'trickery.n.02.chicane']
['trickery.n.02.chicanery', 'trickery.n.02.guile']
['trickery.n.02.chicanery', 'trickery.n.02.wile']
['trickery.n.02.chicanery', 'trickery.n.02.shenanigan']
['trickery.n.02.chicane', 'trickery.n.02.guile']
['trickery.n.02.chicane', 'trickery.n.02.wile']
['trickery.n.02.chicane', 'trickery.n.02.shenanigan']
['trickery.n.02.guile', 'trickery.n.02.wile']
['trickery.n.02.guile', 'trickery.n.02.shenanigan']
['trickery.n.02.wile', 'trickery.n.02.shenanigan']
['fraud.n.03.fraud', 'fraud.n.03.fraudulence']
['fraud.n.03.fraud', 'fraud.n.03.hoax']
['fraud.n.03.fraud', 'fraud.n.03.humbug']
['fraud.n.03.fraudulence', 'fraud.n.03.hoax']
['fraud.n.03.fraudulence', 'fraud.n.03.humbug']
['fraud.n.03.hoax', 'fraud.n.03.humbug']
['cheat.n.05.cheat', 'cheat.n.05.cheating']
['delusion.n.03.delusion', 'delusion.n.03.illusion']
['pretense.n.01.pretense', 'pretense.n.01.pretence']
['pretense.n.01.pretense', 'pretense.n.01.pretending']
['pretense.n.01.pretense', 'pretense.n.01.simulation']
['pretense.n.01.pretense', 'pretense.n.01.feigning']
['pretense.n.01.pretence', 'pretense.n.01.pretending']
['pretense.n.01.pretence', 'pretense.n.01.simulation']
['pretense.n.01.pretence', 'pretense.n.01.feigning']
['pretense.n.01.pretending', 'pretense.n.01.simulation']
['pretense.n.01.pretending', 'pretense.n.01.feigning']
['pretense.n.01.simulation', 'pretense.n.01.feigning']
['appearance.n.06.appearance', 'appearance.n.06.show']
['affectation.n.01.affectation', 'affectation.n.01.mannerism']
['affectation.n.01.affectation', 'affectation.n.01.pose']
['affectation.n.01.mannerism', 'affectation.n.01.pose']
['imposture.n.01.imposture', 'imposture.n.01.impersonation']
['sin.n.02.sin', 'sin.n.02.sinning']
['pride.n.05.pride', 'pride.n.05.superbia']
['envy.n.02.envy', 'envy.n.02.invidia']
['avarice.n.01.avarice', 'avarice.n.01.greed']
['avarice.n.01.avarice', 'avarice.n.01.covetousness']
['avarice.n.01.avarice', 'avarice.n.01.rapacity']
['avarice.n.01.avarice', 'avarice.n.01.avaritia']
['avarice.n.01.greed', 'avarice.n.01.covetousness']
['avarice.n.01.greed', 'avarice.n.01.rapacity']
['avarice.n.01.greed', 'avarice.n.01.avaritia']
['avarice.n.01.covetousness', 'avarice.n.01.rapacity']
['avarice.n.01.covetousness', 'avarice.n.01.avaritia']
['avarice.n.01.rapacity', 'avarice.n.01.avaritia']
['sloth.n.03.sloth', 'sloth.n.03.laziness']
['sloth.n.03.sloth', 'sloth.n.03.acedia']
['sloth.n.03.laziness', 'sloth.n.03.acedia']
['wrath.n.02.wrath', 'wrath.n.02.anger']
['wrath.n.02.wrath', 'wrath.n.02.ire']
['wrath.n.02.wrath', 'wrath.n.02.ira']
['wrath.n.02.anger', 'wrath.n.02.ire']
['wrath.n.02.anger', 'wrath.n.02.ira']
['wrath.n.02.ire', 'wrath.n.02.ira']
['gluttony.n.02.gluttony', 'gluttony.n.02.overeating']
['gluttony.n.02.gluttony', 'gluttony.n.02.gula']
['gluttony.n.02.overeating', 'gluttony.n.02.gula']
['lust.n.02.lust', 'lust.n.02.luxuria']
['crime.n.01.crime', 'crime.n.01.offense']
['crime.n.01.crime', 'crime.n.01.offence']
['crime.n.01.offense', 'crime.n.01.offence']
['hijack.n.01.hijack', 'hijack.n.01.highjack']
['misdemeanor.n.01.misdemeanor', 'misdemeanor.n.01.misdemeanour']
['misdemeanor.n.01.misdemeanor', 'misdemeanor.n.01.infraction']
['misdemeanor.n.01.misdemeanor', 'misdemeanor.n.01.violation']
['misdemeanor.n.01.misdemeanor', 'misdemeanor.n.01.infringement']
['misdemeanor.n.01.misdemeanour', 'misdemeanor.n.01.infraction']
['misdemeanor.n.01.misdemeanour', 'misdemeanor.n.01.violation']
['misdemeanor.n.01.misdemeanour', 'misdemeanor.n.01.infringement']
['misdemeanor.n.01.infraction', 'misdemeanor.n.01.violation']
['misdemeanor.n.01.infraction', 'misdemeanor.n.01.infringement']
['misdemeanor.n.01.violation', 'misdemeanor.n.01.infringement']
['violation.n.02.violation', 'violation.n.02.infringement']
['perpetration.n.01.perpetration', 'perpetration.n.01.commission']
['perpetration.n.01.perpetration', 'perpetration.n.01.committal']
['perpetration.n.01.commission', 'perpetration.n.01.committal']
['rape.n.03.rape', 'rape.n.03.violation']
['rape.n.03.rape', 'rape.n.03.assault']
['rape.n.03.rape', 'rape.n.03.ravishment']
['rape.n.03.violation', 'rape.n.03.assault']
['rape.n.03.violation', 'rape.n.03.ravishment']
['rape.n.03.assault', 'rape.n.03.ravishment']
['attack.n.05.attack', 'attack.n.05.attempt']
['capture.n.04.capture', 'capture.n.04.seizure']
['kidnapping.n.01.kidnapping', 'kidnapping.n.01.snatch']
['bribery.n.01.bribery', 'bribery.n.01.graft']
['embezzlement.n.01.embezzlement', 'embezzlement.n.01.peculation']
['embezzlement.n.01.embezzlement', 'embezzlement.n.01.defalcation']
['embezzlement.n.01.embezzlement', 'embezzlement.n.01.misapplication']
['embezzlement.n.01.embezzlement', 'embezzlement.n.01.misappropriation']
['embezzlement.n.01.peculation', 'embezzlement.n.01.defalcation']
['embezzlement.n.01.peculation', 'embezzlement.n.01.misapplication']
['embezzlement.n.01.peculation', 'embezzlement.n.01.misappropriation']
['embezzlement.n.01.defalcation', 'embezzlement.n.01.misapplication']
['embezzlement.n.01.defalcation', 'embezzlement.n.01.misappropriation']
['embezzlement.n.01.misapplication', 'embezzlement.n.01.misappropriation']
['bunco.n.01.bunco', 'bunco.n.01.bunko']
['bunco.n.01.bunco', 'bunco.n.01.con']
['bunco.n.01.bunco', 'bunco.n.01.gyp']
['bunco.n.01.bunco', 'bunco.n.01.hustle']
['bunco.n.01.bunco', 'bunco.n.01.sting']
['bunco.n.01.bunco', 'bunco.n.01.flimflam']
['bunco.n.01.bunko', 'bunco.n.01.con']
['bunco.n.01.bunko', 'bunco.n.01.gyp']
['bunco.n.01.bunko', 'bunco.n.01.hustle']
['bunco.n.01.bunko', 'bunco.n.01.sting']
['bunco.n.01.bunko', 'bunco.n.01.flimflam']
['bunco.n.01.con', 'bunco.n.01.gyp']
['bunco.n.01.con', 'bunco.n.01.hustle']
['bunco.n.01.con', 'bunco.n.01.sting']
['bunco.n.01.con', 'bunco.n.01.flimflam']
['bunco.n.01.gyp', 'bunco.n.01.hustle']
['bunco.n.01.gyp', 'bunco.n.01.sting']
['bunco.n.01.gyp', 'bunco.n.01.flimflam']
['bunco.n.01.hustle', 'bunco.n.01.sting']
['bunco.n.01.hustle', 'bunco.n.01.flimflam']
['bunco.n.01.sting', 'bunco.n.01.flimflam']
['swindle.n.01.swindle', 'swindle.n.01.cheat']
['swindle.n.01.swindle', 'swindle.n.01.rig']
['swindle.n.01.cheat', 'swindle.n.01.rig']
['larceny.n.01.larceny', 'larceny.n.01.theft']
['larceny.n.01.larceny', 'larceny.n.01.thievery']
['larceny.n.01.larceny', 'larceny.n.01.thieving']
['larceny.n.01.larceny', 'larceny.n.01.stealing']
['larceny.n.01.theft', 'larceny.n.01.thievery']
['larceny.n.01.theft', 'larceny.n.01.thieving']
['larceny.n.01.theft', 'larceny.n.01.stealing']
['larceny.n.01.thievery', 'larceny.n.01.thieving']
['larceny.n.01.thievery', 'larceny.n.01.stealing']
['larceny.n.01.thieving', 'larceny.n.01.stealing']
['shoplifting.n.01.shoplifting', 'shoplifting.n.01.shrinkage']
['armed_robbery.n.01.heist', 'armed_robbery.n.01.holdup']
['armed_robbery.n.01.heist', 'armed_robbery.n.01.stickup']
['armed_robbery.n.01.holdup', 'armed_robbery.n.01.stickup']
['caper.n.03.caper', 'caper.n.03.job']
['highjacking.n.01.highjacking', 'highjacking.n.01.hijacking']
['piracy.n.01.piracy', 'piracy.n.01.buccaneering']
['protection.n.07.protection', 'protection.n.07.tribute']
['attempt.n.01.attempt', 'attempt.n.01.effort']
['attempt.n.01.attempt', 'attempt.n.01.endeavor']
['attempt.n.01.attempt', 'attempt.n.01.endeavour']
['attempt.n.01.attempt', 'attempt.n.01.try']
['attempt.n.01.effort', 'attempt.n.01.endeavor']
['attempt.n.01.effort', 'attempt.n.01.endeavour']
['attempt.n.01.effort', 'attempt.n.01.try']
['attempt.n.01.endeavor', 'attempt.n.01.endeavour']
['attempt.n.01.endeavor', 'attempt.n.01.try']
['attempt.n.01.endeavour', 'attempt.n.01.try']
['bid.n.02.bid', 'bid.n.02.play']
['crack.n.09.crack', 'crack.n.09.fling']
['crack.n.09.crack', 'crack.n.09.go']
['crack.n.09.crack', 'crack.n.09.pass']
['crack.n.09.crack', 'crack.n.09.whirl']
['crack.n.09.crack', 'crack.n.09.offer']
['crack.n.09.fling', 'crack.n.09.go']
['crack.n.09.fling', 'crack.n.09.pass']
['crack.n.09.fling', 'crack.n.09.whirl']
['crack.n.09.fling', 'crack.n.09.offer']
['crack.n.09.go', 'crack.n.09.pass']
['crack.n.09.go', 'crack.n.09.whirl']
['crack.n.09.go', 'crack.n.09.offer']
['crack.n.09.pass', 'crack.n.09.whirl']
['crack.n.09.pass', 'crack.n.09.offer']
['crack.n.09.whirl', 'crack.n.09.offer']
['contribution.n.01.contribution', 'contribution.n.01.part']
['contribution.n.01.contribution', 'contribution.n.01.share']
['contribution.n.01.part', 'contribution.n.01.share']
['shot.n.16.shot', 'shot.n.16.stab']
['striving.n.01.striving', 'striving.n.01.nisus']
['striving.n.01.striving', 'striving.n.01.pains']
['striving.n.01.striving', 'striving.n.01.strain']
['striving.n.01.nisus', 'striving.n.01.pains']
['striving.n.01.nisus', 'striving.n.01.strain']
['striving.n.01.pains', 'striving.n.01.strain']
['struggle.n.01.struggle', 'struggle.n.01.battle']
['scramble.n.01.scramble', 'scramble.n.01.scuffle']
['test.n.05.test', 'test.n.05.trial']
['test.n.05.test', 'test.n.05.run']
['test.n.05.trial', 'test.n.05.run']
['test.n.04.test', 'test.n.04.trial']
['audition.n.02.audition', 'audition.n.02.tryout']
['undertaking.n.01.undertaking', 'undertaking.n.01.project']
['undertaking.n.01.undertaking', 'undertaking.n.01.task']
['undertaking.n.01.undertaking', 'undertaking.n.01.labor']
['undertaking.n.01.project', 'undertaking.n.01.task']
['undertaking.n.01.project', 'undertaking.n.01.labor']
['undertaking.n.01.task', 'undertaking.n.01.labor']
['adventure.n.01.adventure', 'adventure.n.01.escapade']
['enterprise.n.01.enterprise', 'enterprise.n.01.endeavor']
['enterprise.n.01.enterprise', 'enterprise.n.01.endeavour']
['enterprise.n.01.endeavor', 'enterprise.n.01.endeavour']
['campaign.n.02.campaign', 'campaign.n.02.cause']
['campaign.n.02.campaign', 'campaign.n.02.crusade']
