('abience.n.01.abience', 'adience.n.01.adience')
('progress.n.02.progress', 'retreat.n.07.retreat')
('progress.n.02.progression', 'retreat.n.07.retreat')
('progress.n.02.procession', 'retreat.n.07.retreat')
('progress.n.02.advance', 'retreat.n.07.retreat')
('progress.n.02.advancement', 'retreat.n.07.retreat')
('progress.n.02.forward_motion', 'retreat.n.07.retreat')
('progress.n.02.onward_motion', 'retreat.n.07.retreat')
('pronation.n.01.pronation', 'supination.n.01.supination')
('proportional_font.n.01.proportional_font', 'typewriter_font.n.01.typewriter_font')
('proportional_font.n.01.proportional_font', 'typewriter_font.n.01.constant-width_font')
('proportional_font.n.01.proportional_font', 'typewriter_font.n.01.fixed-width_font')
('proportional_font.n.01.proportional_font', 'typewriter_font.n.01.monospaced_font')
('punctuality.n.01.punctuality', 'tardiness.n.01.tardiness')
('punctuality.n.01.promptness', 'tardiness.n.01.tardiness')
('purposefulness.n.01.purposefulness', 'purposelessness.n.01.purposelessness')
('purposefulness.n.01.purposefulness', 'purposelessness.n.01.aimlessness')
('purposefulness.n.01.sense_of_purpose', 'purposelessness.n.01.purposelessness')
('purposefulness.n.01.sense_of_purpose', 'purposelessness.n.01.aimlessness')
('radial_asymmetry.n.01.radial_asymmetry', 'radial_symmetry.n.01.radial_symmetry')
('reality.n.02.reality', 'unreality.n.02.unreality')
('reality.n.02.reality', 'unreality.n.02.irreality')
('reality.n.02.realness', 'unreality.n.02.unreality')
('reality.n.02.realness', 'unreality.n.02.irreality')
('reality.n.02.realism', 'unreality.n.02.unreality')
('reality.n.02.realism', 'unreality.n.02.irreality')
('reality.n.04.reality', 'unreality.n.01.unreality')
('recto.n.01.recto', 'verso.n.01.verso')
('reentrant_angle.n.01.reentrant_angle', 'salient_angle.n.01.salient_angle')
('reentrant_angle.n.01.reentering_angle', 'salient_angle.n.01.salient_angle')
('relatedness.n.01.relatedness', 'unrelatedness.n.01.unrelatedness')
('renaissance_man.n.01.Renaissance_man', 'specialist.n.01.specialist')
('renaissance_man.n.01.Renaissance_man', 'specialist.n.01.specializer')
('renaissance_man.n.01.Renaissance_man', 'specialist.n.01.specialiser')
('renaissance_man.n.01.generalist', 'specialist.n.01.specialist')
('renaissance_man.n.01.generalist', 'specialist.n.01.specializer')
('renaissance_man.n.01.generalist', 'specialist.n.01.specialiser')
('respectability.n.01.respectability', 'unrespectability.n.01.unrespectability')
('respectability.n.01.respectability', 'unrespectability.n.01.disreputability')
('respectability.n.01.respectability', 'unrespectability.n.01.disreputableness')
('respectability.n.01.reputability', 'unrespectability.n.01.unrespectability')
('respectability.n.01.reputability', 'unrespectability.n.01.disreputability')
('respectability.n.01.reputability', 'unrespectability.n.01.disreputableness')
('responsiveness.n.02.responsiveness', 'unresponsiveness.n.01.unresponsiveness')
('responsiveness.n.02.responsiveness', 'unresponsiveness.n.01.deadness')
('rest_day.n.01.rest_day', 'workday.n.01.workday')
('rest_day.n.01.rest_day', 'workday.n.01.working_day')
('rest_day.n.01.rest_day', 'workday.n.01.work_day')
('rest_day.n.01.day_of_rest', 'workday.n.01.workday')
('rest_day.n.01.day_of_rest', 'workday.n.01.working_day')
('rest_day.n.01.day_of_rest', 'workday.n.01.work_day')
('restraint.n.02.restraint', 'unrestraint.n.01.unrestraint')
('restraint.n.02.control', 'unrestraint.n.01.unrestraint')
('retail.n.01.retail', 'wholesale.n.01.wholesale')
('right.n.07.right', 'wrong.n.01.wrong')
('right.n.07.right', 'wrong.n.01.wrongfulness')
('right.n.07.rightfulness', 'wrong.n.01.wrong')
('right.n.07.rightfulness', 'wrong.n.01.wrongfulness')
('righteousness.n.01.righteousness', 'unrighteousness.n.01.unrighteousness')
('rightness.n.01.rightness', 'wrongness.n.02.wrongness')
('rising_trot.n.01.rising_trot', 'sitting_trot.n.01.sitting_trot')
('rotor.n.01.rotor', 'stator.n.01.stator')
('rotor.n.01.rotor', 'stator.n.01.stator_coil')
('rotor.n.01.rotor_coil', 'stator.n.01.stator')
('rotor.n.01.rotor_coil', 'stator.n.01.stator_coil')
('roughness.n.01.roughness', 'smoothness.n.01.smoothness')
('roughness.n.01.raggedness', 'smoothness.n.01.smoothness')
('rusticity.n.01.rusticity', 'urbanity.n.02.urbanity')
('rusticity.n.01.gaucherie', 'urbanity.n.02.urbanity')
('sanitariness.n.01.sanitariness', 'unsanitariness.n.01.unsanitariness')
('satisfactoriness.n.01.satisfactoriness', 'unsatisfactoriness.n.01.unsatisfactoriness')
('scrupulousness.n.01.scrupulousness', 'unscrupulousness.n.01.unscrupulousness')
('seasonableness.n.01.seasonableness', 'unseasonableness.n.01.unseasonableness')
('seasonableness.n.01.seasonableness', 'unseasonableness.n.01.untimeliness')
('seasonableness.n.01.timeliness', 'unseasonableness.n.01.unseasonableness')
('seasonableness.n.01.timeliness', 'unseasonableness.n.01.untimeliness')
('secured_bond.n.01.secured_bond', 'unsecured_bond.n.01.unsecured_bond')
('secured_bond.n.01.secured_bond', 'unsecured_bond.n.01.debenture')
('secured_bond.n.01.secured_bond', 'unsecured_bond.n.01.debenture_bond')
('seemliness.n.01.seemliness', 'unseemliness.n.01.unseemliness')
('seemliness.n.01.grace', 'unseemliness.n.01.unseemliness')
('self-consciousness.n.02.self-consciousness', 'unselfconsciousness.n.01.unselfconsciousness')
('selfishness.n.01.selfishness', 'unselfishness.n.01.unselfishness')
('separation.n.01.separation', 'union.n.04.union')
('separation.n.01.separation', 'union.n.04.unification')
('shortness.n.05.shortness', 'tallness.n.02.tallness')
('silence.n.02.silence', 'sound.n.01.sound')
('silence.n.02.quiet', 'sound.n.01.sound')
('sink.n.02.sink', 'source.n.07.source')
('sitter.n.02.sitter', 'stander.n.01.stander')
('skillfulness.n.01.skillfulness', 'unskillfulness.n.01.unskillfulness')
('skim_milk.n.01.skim_milk', 'whole_milk.n.01.whole_milk')
('skim_milk.n.01.skimmed_milk', 'whole_milk.n.01.whole_milk')
('sleepiness.n.01.sleepiness', 'wakefulness.n.02.wakefulness')
('sleepiness.n.01.sleepiness', 'wakefulness.n.02.sleeplessness')
('sleepiness.n.01.drowsiness', 'wakefulness.n.02.wakefulness')
('sleepiness.n.01.drowsiness', 'wakefulness.n.02.sleeplessness')
('sleepiness.n.01.somnolence', 'wakefulness.n.02.wakefulness')
('sleepiness.n.01.somnolence', 'wakefulness.n.02.sleeplessness')
('sleeping.n.01.sleeping', 'waking.n.01.waking')
('sociability.n.01.sociability', 'unsociability.n.01.unsociability')
('sociability.n.01.sociability', 'unsociability.n.01.unsociableness')
('sociability.n.01.sociableness', 'unsociability.n.01.unsociability')
('sociability.n.01.sociableness', 'unsociability.n.01.unsociableness')
('soft-finned_fish.n.01.soft-finned_fish', 'spiny-finned_fish.n.01.spiny-finned_fish')
('soft-finned_fish.n.01.soft-finned_fish', 'spiny-finned_fish.n.01.acanthopterygian')
('soft-finned_fish.n.01.malacopterygian', 'spiny-finned_fish.n.01.spiny-finned_fish')
('soft-finned_fish.n.01.malacopterygian', 'spiny-finned_fish.n.01.acanthopterygian')
('softness.n.05.softness', 'volume.n.06.volume')
('softness.n.05.softness', 'volume.n.06.loudness')
('softness.n.05.softness', 'volume.n.06.intensity')
('solvability.n.01.solvability', 'unsolvability.n.01.unsolvability')
('solvability.n.01.solvability', 'unsolvability.n.01.insolubility')
('solvability.n.01.solubility', 'unsolvability.n.01.unsolvability')
('solvability.n.01.solubility', 'unsolvability.n.01.insolubility')
('soundness.n.01.soundness', 'unsoundness.n.01.unsoundness')
('special_agent.n.01.special_agent', 'universal_agent.n.01.universal_agent')
('special_agent.n.01.special_agent', 'universal_agent.n.01.general_agent')
('spirituality.n.02.spirituality', 'worldliness.n.02.worldliness')
('spirituality.n.02.spiritualism', 'worldliness.n.02.worldliness')
('spirituality.n.02.spiritism', 'worldliness.n.02.worldliness')
('spirituality.n.02.otherworldliness', 'worldliness.n.02.worldliness')
('split_ticket.n.01.split_ticket', 'straight_ticket.n.01.straight_ticket')
('steadiness.n.02.steadiness', 'unsteadiness.n.01.unsteadiness')
('steadiness.n.02.steadiness', 'unsteadiness.n.01.ricketiness')
('steadiness.n.02.firmness', 'unsteadiness.n.01.unsteadiness')
('steadiness.n.02.firmness', 'unsteadiness.n.01.ricketiness')
('steadiness.n.03.steadiness', 'unsteadiness.n.02.unsteadiness')
('stratified_language.n.01.stratified_language', 'unstratified_language.n.01.unstratified_language')
('strength.n.01.strength', 'weakness.n.03.weakness')
('strength.n.08.strength', 'weakness.n.04.weakness')
('strengthening.n.01.strengthening', 'weakening.n.01.weakening')
('strengthening.n.02.strengthening', 'weakening.n.02.weakening')
('submersible.n.02.submersible', 'surface_ship.n.01.surface_ship')
('submersible.n.02.submersible_warship', 'surface_ship.n.01.surface_ship')
('subscript.n.01.subscript', 'superscript.n.01.superscript')
('subscript.n.01.subscript', 'superscript.n.01.superior')
('subscript.n.01.inferior', 'superscript.n.01.superscript')
('subscript.n.01.inferior', 'superscript.n.01.superior')
('suitability.n.01.suitability', 'unsuitability.n.01.unsuitability')
('suitability.n.01.suitability', 'unsuitability.n.01.unsuitableness')
('suitability.n.01.suitability', 'unsuitability.n.01.ineptness')
('suitability.n.01.suitableness', 'unsuitability.n.01.unsuitability')
('suitability.n.01.suitableness', 'unsuitability.n.01.unsuitableness')
('suitability.n.01.suitableness', 'unsuitability.n.01.ineptness')
('summer_solstice.n.01.summer_solstice', 'winter_solstice.n.01.winter_solstice')
('summer_solstice.n.01.June_21', 'winter_solstice.n.01.winter_solstice')
('summer_solstice.n.01.midsummer', 'winter_solstice.n.01.winter_solstice')
('susceptibility.n.01.susceptibility', 'unsusceptibility.n.01.unsusceptibility')
('susceptibility.n.01.susceptibility', 'unsusceptibility.n.01.immunity')
('susceptibility.n.01.susceptibleness', 'unsusceptibility.n.01.unsusceptibility')
('susceptibility.n.01.susceptibleness', 'unsusceptibility.n.01.immunity')
('tact.n.01.tact', 'tactlessness.n.01.tactlessness')
('tact.n.01.tactfulness', 'tactlessness.n.01.tactlessness')
('tameness.n.02.tameness', 'wildness.n.04.wildness')
('tameness.n.02.domestication', 'wildness.n.04.wildness')
('tastefulness.n.01.tastefulness', 'tastelessness.n.02.tastelessness')
('technophile.n.01.technophile', 'technophobe.n.01.technophobe')
('terseness.n.01.terseness', 'verboseness.n.01.verboseness')
('terseness.n.01.terseness', 'verboseness.n.01.verbosity')
('textbook.n.01.textbook', 'trade_book.n.01.trade_book')
('textbook.n.01.textbook', 'trade_book.n.01.trade_edition')
('textbook.n.01.text', 'trade_book.n.01.trade_book')
('textbook.n.01.text', 'trade_book.n.01.trade_edition')
('textbook.n.01.text_edition', 'trade_book.n.01.trade_book')
('textbook.n.01.text_edition', 'trade_book.n.01.trade_edition')
('textbook.n.01.schoolbook', 'trade_book.n.01.trade_book')
('textbook.n.01.schoolbook', 'trade_book.n.01.trade_edition')
('textbook.n.01.school_text', 'trade_book.n.01.trade_book')
('textbook.n.01.school_text', 'trade_book.n.01.trade_edition')
('thickness.n.01.thickness', 'thinness.n.01.thinness')
('thickness.n.01.thickness', 'thinness.n.01.tenuity')
('thickness.n.01.thickness', 'thinness.n.01.slenderness')
('thickness.n.04.thickness', 'thinness.n.05.thinness')
('thoughtfulness.n.03.thoughtfulness', 'unthoughtfulness.n.01.unthoughtfulness')
('thoughtfulness.n.03.thoughtfulness', 'unthoughtfulness.n.01.thoughtlessness')
('tidiness.n.01.tidiness', 'untidiness.n.01.untidiness')
('tidiness.n.02.tidiness', 'untidiness.n.02.untidiness')
('tidiness.n.02.tidiness', 'untidiness.n.02.messiness')
('tidiness.n.02.neatness', 'untidiness.n.02.untidiness')
('tidiness.n.02.neatness', 'untidiness.n.02.messiness')
('time_off.n.01.time_off', 'work_time.n.01.work_time')
('trustworthiness.n.01.trustworthiness', 'untrustworthiness.n.01.untrustworthiness')
('trustworthiness.n.01.trustworthiness', 'untrustworthiness.n.01.untrustiness')
('trustworthiness.n.01.trustiness', 'untrustworthiness.n.01.untrustworthiness')
('trustworthiness.n.01.trustiness', 'untrustworthiness.n.01.untrustiness')
('truthfulness.n.01.truthfulness', 'untruthfulness.n.01.untruthfulness')
('unsoundness.n.03.unsoundness', 'wisdom.n.04.wisdom')
('unsoundness.n.03.unsoundness', 'wisdom.n.04.wiseness')
('unsoundness.n.03.unsoundness', 'wisdom.n.04.soundness')
('unusualness.n.01.unusualness', 'usualness.n.01.usualness')
('unvariedness.n.01.unvariedness', 'variedness.n.01.variedness')
('unwariness.n.01.unwariness', 'wariness.n.01.wariness')
('unwariness.n.01.unwariness', 'wariness.n.01.chariness')
('unwholesomeness.n.01.unwholesomeness', 'wholesomeness.n.01.wholesomeness')
('unwholesomeness.n.01.morbidness', 'wholesomeness.n.01.wholesomeness')
('unwholesomeness.n.01.morbidity', 'wholesomeness.n.01.wholesomeness')
('unwillingness.n.01.unwillingness', 'willingness.n.01.willingness')
('unwillingness.n.01.involuntariness', 'willingness.n.01.willingness')
('unworthiness.n.01.unworthiness', 'worthiness.n.01.worthiness')
('valgus.n.01.valgus', 'varus.n.01.varus')
('waning.n.01.waning', 'waxing.n.02.waxing')
('worth.n.02.worth', 'worthlessness.n.01.worthlessness')
('worth.n.02.worth', 'worthlessness.n.01.ineptitude')
('yang.n.01.yang', 'yin.n.01.yin')
('abduct.v.02.abduct', 'adduct.v.01.adduct')
('abolish.v.01.abolish', 'establish.v.01.establish')
('abolish.v.01.abolish', 'establish.v.01.set_up')
('abolish.v.01.abolish', 'establish.v.01.found')
('abolish.v.01.abolish', 'establish.v.01.launch')
('abolish.v.01.get_rid_of', 'establish.v.01.establish')
('abolish.v.01.get_rid_of', 'establish.v.01.set_up')
('abolish.v.01.get_rid_of', 'establish.v.01.found')
('abolish.v.01.get_rid_of', 'establish.v.01.launch')
('abridge.v.01.abridge', 'elaborate.v.01.elaborate')
('abridge.v.01.abridge', 'elaborate.v.01.lucubrate')
('abridge.v.01.abridge', 'elaborate.v.01.expatiate')
('abridge.v.01.abridge', 'elaborate.v.01.exposit')
('abridge.v.01.abridge', 'elaborate.v.01.enlarge')
('abridge.v.01.abridge', 'elaborate.v.01.flesh_out')
('abridge.v.01.abridge', 'elaborate.v.01.expand')
('abridge.v.01.abridge', 'elaborate.v.01.expound')
('abridge.v.01.abridge', 'elaborate.v.01.dilate')
('abridge.v.01.foreshorten', 'elaborate.v.01.elaborate')
('abridge.v.01.foreshorten', 'elaborate.v.01.lucubrate')
('abridge.v.01.foreshorten', 'elaborate.v.01.expatiate')
('abridge.v.01.foreshorten', 'elaborate.v.01.exposit')
('abridge.v.01.foreshorten', 'elaborate.v.01.enlarge')
('abridge.v.01.foreshorten', 'elaborate.v.01.flesh_out')
('abridge.v.01.foreshorten', 'elaborate.v.01.expand')
('abridge.v.01.foreshorten', 'elaborate.v.01.expound')
('abridge.v.01.foreshorten', 'elaborate.v.01.dilate')
('abridge.v.01.abbreviate', 'elaborate.v.01.elaborate')
('abridge.v.01.abbreviate', 'elaborate.v.01.lucubrate')
('abridge.v.01.abbreviate', 'elaborate.v.01.expatiate')
('abridge.v.01.abbreviate', 'elaborate.v.01.exposit')
('abridge.v.01.abbreviate', 'elaborate.v.01.enlarge')
('abridge.v.01.abbreviate', 'elaborate.v.01.flesh_out')
('abridge.v.01.abbreviate', 'elaborate.v.01.expand')
('abridge.v.01.abbreviate', 'elaborate.v.01.expound')
('abridge.v.01.abbreviate', 'elaborate.v.01.dilate')
('abridge.v.01.shorten', 'elaborate.v.01.elaborate')
('abridge.v.01.shorten', 'elaborate.v.01.lucubrate')
('abridge.v.01.shorten', 'elaborate.v.01.expatiate')
('abridge.v.01.shorten', 'elaborate.v.01.exposit')
('abridge.v.01.shorten', 'elaborate.v.01.enlarge')
('abridge.v.01.shorten', 'elaborate.v.01.flesh_out')
('abridge.v.01.shorten', 'elaborate.v.01.expand')
('abridge.v.01.shorten', 'elaborate.v.01.expound')
('abridge.v.01.shorten', 'elaborate.v.01.dilate')
('abridge.v.01.cut', 'elaborate.v.01.elaborate')
('abridge.v.01.cut', 'elaborate.v.01.lucubrate')
('abridge.v.01.cut', 'elaborate.v.01.expatiate')
('abridge.v.01.cut', 'elaborate.v.01.exposit')
('abridge.v.01.cut', 'elaborate.v.01.enlarge')
('abridge.v.01.cut', 'elaborate.v.01.flesh_out')
('abridge.v.01.cut', 'elaborate.v.01.expand')
('abridge.v.01.cut', 'elaborate.v.01.expound')
('abridge.v.01.cut', 'elaborate.v.01.dilate')
('abridge.v.01.contract', 'elaborate.v.01.elaborate')
('abridge.v.01.contract', 'elaborate.v.01.lucubrate')
('abridge.v.01.contract', 'elaborate.v.01.expatiate')
('abridge.v.01.contract', 'elaborate.v.01.exposit')
('abridge.v.01.contract', 'elaborate.v.01.enlarge')
('abridge.v.01.contract', 'elaborate.v.01.flesh_out')
('abridge.v.01.contract', 'elaborate.v.01.expand')
('abridge.v.01.contract', 'elaborate.v.01.expound')
('abridge.v.01.contract', 'elaborate.v.01.dilate')
('abridge.v.01.reduce', 'elaborate.v.01.elaborate')
('abridge.v.01.reduce', 'elaborate.v.01.lucubrate')
('abridge.v.01.reduce', 'elaborate.v.01.expatiate')
('abridge.v.01.reduce', 'elaborate.v.01.exposit')
('abridge.v.01.reduce', 'elaborate.v.01.enlarge')
('abridge.v.01.reduce', 'elaborate.v.01.flesh_out')
('abridge.v.01.reduce', 'elaborate.v.01.expand')
('abridge.v.01.reduce', 'elaborate.v.01.expound')
('abridge.v.01.reduce', 'elaborate.v.01.dilate')
('absolve.v.02.absolve', 'blame.v.01.blame')
('absolve.v.02.absolve', 'blame.v.01.fault')
('absolve.v.02.justify', 'blame.v.01.blame')
('absolve.v.02.justify', 'blame.v.01.fault')
('absolve.v.02.free', 'blame.v.01.blame')
('absolve.v.02.free', 'blame.v.01.fault')
('absorb.v.06.absorb', 'emit.v.02.emit')
('absorb.v.06.absorb', 'emit.v.02.give_out')
('absorb.v.06.absorb', 'emit.v.02.give_off')
('absorb.v.06.take_in', 'emit.v.02.emit')
